hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,1,235,2015,December,22,30,3,2,4,0,1,Undefined,DEU,Corporate,TA/TO,0,2,0,C,E,2,Refundable,480,,4,Transient-Party,149.46,2,5,Check-Out,2015-10-14
City Hotel,0,292,2015,May,39,7,2,2,3,0,1,BB,ESP,Online TA,Direct,1,2,4,B,G,0,Refundable,183,,9,Group,149.46,0,5,Check-Out,2017-06-14
City Hotel,1,221,2017,April,4,19,2,2,4,2,0,SC,DEU,Corporate,Direct,0,1,0,A,F,2,Refundable,215,,15,Contract,149.46,0,5,Check-Out,2015-03-03
City Hotel,0,111,2017,May,18,15,3,3,1,2,1,BB,NLD,Corporate,GDS,0,1,2,F,F,2,No Deposit,160,,7,Group,149.46,1,1,Canceled,2017-02-06
Resort Hotel,1,367,2016,March,9,9,1,2,3,2,1,SC,PRT,Online TA,GDS,0,2,1,B,E,0,Refundable,12,,9,Group,149.46,0,5,Canceled,2017-03-22
City Hotel,1,220,2016,June,13,1,2,7,2,1,1,BB,DEU,Offline TA/TO,GDS,1,0,1,D,G,2,Non Refund,47,,13,Transient-Party,149.46,2,4,Canceled,2015-09-06
Resort Hotel,1,169,2017,August,48,24,3,5,1,0,1,Undefined,USA,Direct,TA/TO,0,1,0,D,F,0,Non Refund,242,,17,Contract,149.46,2,0,Canceled,2017-02-10
City Hotel,0,8,2017,February,37,15,3,7,4,0,1,BB,ITA,Offline TA/TO,Corporate,0,2,4,D,E,1,Non Refund,252,,6,Transient,149.46,2,2,Canceled,2016-01-02
Resort Hotel,0,20,2016,December,34,15,2,9,4,1,0,Undefined,ITA,Direct,Corporate,1,1,1,E,D,2,Non Refund,315,,19,Transient-Party,149.46,0,5,Check-Out,2015-04-05
City Hotel,0,311,2017,June,23,31,0,1,2,1,0,Undefined,ITA,Online TA,Direct,0,1,4,F,B,2,No Deposit,496,,3,Contract,149.46,2,0,No-Show,2015-04-27
Resort Hotel,1,69,2016,November,25,5,4,6,3,2,1,HB,USA,Corporate,GDS,1,2,4,F,G,4,No Deposit,296,,6,Contract,149.46,0,5,No-Show,2017-11-21
Resort Hotel,1,144,2017,September,11,2,4,8,3,1,1,Undefined,ESP,Direct,Direct,0,2,4,D,A,0,No Deposit,491,,16,Transient-Party,149.46,0,4,Check-Out,2016-12-24
City Hotel,0,330,2017,March,42,26,2,9,1,0,1,BB,Other,Corporate,Direct,0,0,2,E,G,0,No Deposit,342,,7,Group,149.46,2,2,No-Show,2016-02-12
City Hotel,0,300,2015,March,34,15,2,3,2,0,0,FB,NLD,Offline TA/TO,Direct,1,2,4,G,B,4,Non Refund,12,,6,Transient,149.46,0,3,Check-Out,2016-07-18
Resort Hotel,0,207,2017,October,22,21,3,5,1,0,1,HB,ESP,Corporate,GDS,0,0,0,A,E,4,Non Refund,184,,2,Group,149.46,2,2,Canceled,2015-09-10
City Hotel,1,128,2015,November,2,27,2,9,1,2,1,SC,GBR,Online TA,GDS,1,2,1,G,F,2,No Deposit,21,,14,Transient,149.46,0,4,Canceled,2016-01-25
City Hotel,1,311,2015,May,11,15,0,9,2,2,1,FB,DEU,Direct,Corporate,0,0,0,D,F,0,No Deposit,481,,7,Group,149.46,1,0,Canceled,2015-12-16
Resort Hotel,1,122,2017,April,24,13,0,5,3,2,0,Undefined,NLD,Offline TA/TO,Corporate,1,0,1,E,F,0,Refundable,252,,2,Transient-Party,149.46,2,5,Canceled,2017-07-11
City Hotel,1,292,2015,January,32,27,4,3,3,0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,4,A,A,3,Refundable,245,,1,Transient,149.46,2,3,Canceled,2016-07-29
City Hotel,1,309,2015,January,22,15,2,6,4,2,1,SC,FRA,Corporate,Direct,1,2,2,A,A,0,Non Refund,389,,11,Transient,149.46,1,1,Canceled,2016-01-19
City Hotel,0,57,2016,November,43,15,0,3,3,0,1,BB,NLD,Direct,Corporate,0,1,0,F,B,3,Non Refund,377,,15,Transient,149.46,2,4,Check-Out,2017-05-03
City Hotel,1,38,2017,February,4,17,0,8,4,0,1,HB,PRT,Direct,Direct,0,2,3,G,C,2,Refundable,265,,11,Contract,149.46,0,3,Canceled,2016-08-19
City Hotel,0,298,2017,August,38,14,3,6,4,2,0,Undefined,PRT,Offline TA/TO,Corporate,0,0,4,C,C,4,Refundable,216,,12,Transient,149.46,2,2,Check-Out,2017-07-26
City Hotel,1,45,2017,May,45,26,1,10,4,1,1,HB,DEU,Direct,Corporate,1,1,2,G,A,4,Refundable,405,,2,Contract,149.46,1,0,Canceled,2015-12-24
Resort Hotel,1,397,2015,September,13,24,3,9,1,1,1,BB,NLD,Corporate,GDS,1,2,2,D,B,4,Refundable,341,,6,Transient-Party,149.46,0,3,Check-Out,2016-11-06
City Hotel,0,91,2017,September,49,13,0,9,1,2,0,Undefined,ESP,Offline TA/TO,Direct,1,0,3,G,A,1,No Deposit,375,,14,Contract,149.46,2,1,No-Show,2016-07-13
Resort Hotel,0,152,2017,March,26,27,1,1,2,0,0,FB,Other,Corporate,GDS,0,1,4,A,C,1,No Deposit,15,,12,Transient,149.46,0,1,Canceled,2016-06-10
City Hotel,1,328,2015,January,42,5,1,6,4,0,0,FB,USA,Corporate,TA/TO,1,1,2,A,E,4,No Deposit,117,,11,Group,149.46,2,5,Check-Out,2017-04-18
City Hotel,0,272,2015,November,35,24,4,7,4,1,1,SC,Other,Offline TA/TO,TA/TO,1,2,3,B,A,4,No Deposit,94,,8,Group,149.46,0,1,Canceled,2015-12-30
City Hotel,1,279,2017,April,2,30,1,1,3,0,0,HB,FRA,Online TA,TA/TO,0,1,1,B,C,4,Refundable,393,,0,Group,149.46,1,1,Canceled,2016-07-19
Resort Hotel,1,397,2016,August,46,29,2,4,2,2,1,FB,USA,Corporate,GDS,0,0,2,C,E,0,Non Refund,478,,12,Transient-Party,149.46,0,2,No-Show,2017-09-13
City Hotel,1,271,2017,June,35,8,4,8,3,0,0,HB,BRA,Offline TA/TO,Corporate,1,2,1,D,B,1,Refundable,481,,15,Contract,149.46,1,1,No-Show,2015-11-27
City Hotel,0,310,2016,July,5,17,1,7,1,1,0,Undefined,ITA,Direct,GDS,1,0,2,F,G,2,Non Refund,199,,6,Transient,149.46,1,0,Canceled,2015-11-19
Resort Hotel,1,137,2017,June,30,25,1,9,2,0,1,SC,PRT,Offline TA/TO,Direct,1,0,0,D,C,0,Refundable,253,,14,Transient,149.46,2,1,Check-Out,2016-10-27
Resort Hotel,0,366,2017,January,21,1,0,7,4,0,1,SC,PRT,Online TA,TA/TO,1,2,2,F,A,3,Refundable,134,,8,Group,149.46,1,1,Check-Out,2015-05-05
Resort Hotel,0,391,2017,May,18,27,2,10,4,1,0,HB,FRA,Direct,Corporate,1,2,2,D,G,1,Refundable,53,,1,Transient-Party,149.46,0,2,No-Show,2016-06-03
Resort Hotel,0,337,2015,April,33,6,2,9,3,0,1,FB,USA,Corporate,TA/TO,1,2,4,B,G,2,Refundable,269,,4,Contract,149.46,2,3,Check-Out,2015-03-05
City Hotel,1,203,2015,September,19,12,1,9,3,2,1,FB,DEU,Corporate,TA/TO,0,0,1,C,E,0,Refundable,94,,3,Contract,149.46,2,2,Canceled,2016-11-21
City Hotel,0,199,2017,April,49,4,0,2,2,2,0,SC,Other,Direct,Direct,0,2,2,E,D,4,Refundable,172,,15,Contract,149.46,2,5,No-Show,2015-04-11
Resort Hotel,1,148,2015,August,15,22,0,9,3,0,0,BB,FRA,Offline TA/TO,Direct,1,2,0,F,D,4,No Deposit,26,,4,Group,149.46,1,2,Check-Out,2016-01-20
City Hotel,0,188,2015,June,21,22,3,8,2,1,0,SC,GBR,Offline TA/TO,Direct,0,2,2,C,B,1,No Deposit,353,,7,Transient-Party,149.46,0,4,Check-Out,2017-01-10
City Hotel,1,161,2015,March,5,26,1,8,3,0,0,FB,Other,Corporate,Corporate,1,1,1,B,C,0,Refundable,451,,16,Transient,149.46,0,4,Canceled,2015-02-25
City Hotel,1,355,2016,January,8,18,3,10,3,1,1,FB,PRT,Corporate,Corporate,1,1,4,B,D,2,Non Refund,158,,14,Group,149.46,1,3,No-Show,2016-12-05
Resort Hotel,1,271,2015,July,14,24,0,4,2,0,1,FB,PRT,Online TA,GDS,0,1,4,E,G,4,No Deposit,313,,15,Transient,149.46,2,5,Check-Out,2017-10-26
City Hotel,0,343,2017,November,21,3,2,10,2,1,0,SC,Other,Direct,TA/TO,1,2,0,A,A,0,Refundable,424,,1,Contract,149.46,1,4,Check-Out,2016-06-17
Resort Hotel,1,28,2017,February,17,20,3,9,3,1,1,SC,PRT,Corporate,TA/TO,0,0,0,B,A,0,Non Refund,393,,14,Transient,149.46,1,5,Check-Out,2017-08-13
City Hotel,1,385,2017,September,30,3,0,8,3,1,1,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,C,2,No Deposit,302,,3,Contract,149.46,2,0,Canceled,2017-11-29
Resort Hotel,0,261,2015,June,44,21,3,10,2,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,1,G,F,4,No Deposit,216,,11,Transient-Party,149.46,2,5,Check-Out,2017-10-02
City Hotel,1,232,2015,July,18,27,2,8,3,2,0,Undefined,USA,Online TA,TA/TO,0,0,2,E,B,4,Refundable,422,,15,Contract,149.46,0,2,Check-Out,2016-06-01
City Hotel,0,117,2016,August,22,15,4,7,2,0,0,Undefined,Other,Offline TA/TO,Direct,1,0,1,B,A,0,Refundable,484,,9,Transient-Party,149.46,0,4,Check-Out,2015-03-06
City Hotel,1,154,2016,March,49,10,4,1,3,1,1,BB,GBR,Corporate,Corporate,0,1,0,B,C,2,No Deposit,72,,18,Contract,149.46,2,4,Canceled,2016-01-16
Resort Hotel,0,124,2017,April,38,8,2,6,3,0,1,FB,ESP,Direct,Corporate,0,1,3,B,A,0,No Deposit,21,,11,Contract,149.46,1,4,No-Show,2017-07-26
Resort Hotel,0,353,2017,September,51,19,2,8,4,0,1,FB,ESP,Offline TA/TO,GDS,1,0,0,A,G,4,No Deposit,141,,6,Transient,149.46,0,3,No-Show,2017-01-02
City Hotel,0,201,2015,July,19,25,2,6,2,2,1,HB,USA,Online TA,Corporate,1,1,2,F,A,4,Non Refund,451,,1,Transient-Party,149.46,0,1,Canceled,2015-10-23
City Hotel,1,130,2017,July,21,15,3,7,1,0,0,FB,NLD,Direct,Direct,0,0,4,B,F,2,Non Refund,440,,19,Transient-Party,149.46,0,5,No-Show,2015-09-05
Resort Hotel,0,300,2015,April,35,22,1,8,1,2,1,BB,ITA,Direct,Direct,1,1,3,D,A,2,No Deposit,328,,13,Transient,149.46,2,0,Check-Out,2015-04-08
City Hotel,1,275,2017,October,1,19,1,9,4,0,1,HB,Other,Online TA,GDS,1,0,0,A,D,0,No Deposit,18,,19,Group,149.46,2,3,No-Show,2017-05-18
City Hotel,0,345,2015,September,44,30,3,10,3,2,1,SC,GBR,Offline TA/TO,Direct,0,0,2,A,E,0,No Deposit,150,,19,Transient,149.46,1,1,Check-Out,2015-12-25
Resort Hotel,0,343,2016,February,27,22,2,7,4,0,0,HB,Other,Direct,Direct,0,1,3,G,B,0,No Deposit,199,,10,Transient,149.46,2,0,No-Show,2017-05-09
City Hotel,0,229,2016,April,29,21,1,2,3,2,1,SC,BRA,Online TA,TA/TO,1,1,1,E,G,4,No Deposit,134,,8,Transient,149.46,2,0,No-Show,2017-05-01
City Hotel,1,192,2017,July,36,16,4,5,3,1,1,HB,ESP,Corporate,GDS,0,0,4,F,E,1,Refundable,255,,19,Contract,149.46,1,0,Canceled,2015-12-11
Resort Hotel,1,248,2017,January,43,31,1,3,2,2,1,HB,ESP,Offline TA/TO,Corporate,0,2,0,F,F,2,Non Refund,254,,4,Group,149.46,2,5,No-Show,2015-07-17
City Hotel,1,391,2015,December,52,15,2,5,3,1,1,BB,GBR,Online TA,GDS,0,1,2,C,B,1,No Deposit,364,,11,Contract,149.46,1,3,Check-Out,2017-06-19
City Hotel,1,365,2017,September,10,4,3,6,4,2,1,HB,DEU,Online TA,Corporate,0,2,2,A,E,0,No Deposit,406,,15,Transient-Party,149.46,1,2,Canceled,2017-08-28
City Hotel,0,314,2017,June,4,10,3,8,2,2,1,FB,ESP,Online TA,Direct,0,0,1,G,A,4,No Deposit,271,,19,Transient-Party,149.46,1,5,Check-Out,2015-02-05
Resort Hotel,1,123,2016,February,45,7,4,9,1,2,1,SC,DEU,Corporate,GDS,0,0,3,E,G,3,Non Refund,83,,1,Transient-Party,149.46,1,4,Check-Out,2017-11-05
City Hotel,1,219,2015,August,16,29,4,5,3,2,1,HB,DEU,Offline TA/TO,TA/TO,0,1,2,E,E,1,Refundable,83,,2,Contract,149.46,0,3,Canceled,2017-10-15
City Hotel,0,238,2017,November,50,25,3,5,2,1,1,SC,USA,Online TA,Corporate,0,0,3,A,F,1,Refundable,468,,2,Contract,149.46,0,1,Check-Out,2015-12-31
Resort Hotel,1,316,2017,April,2,31,4,4,2,1,0,FB,DEU,Online TA,Direct,1,1,1,C,C,0,Refundable,184,,11,Transient-Party,149.46,0,4,Canceled,2015-11-01
City Hotel,1,145,2015,May,41,30,0,10,1,1,1,Undefined,BRA,Online TA,TA/TO,0,2,2,G,G,1,No Deposit,395,,4,Group,149.46,1,0,No-Show,2015-12-20
City Hotel,0,274,2017,April,26,12,4,5,2,1,0,SC,ITA,Online TA,GDS,0,0,4,A,C,0,No Deposit,286,,3,Contract,149.46,1,1,No-Show,2017-07-16
City Hotel,1,348,2016,April,41,1,2,4,2,1,0,HB,BRA,Online TA,Corporate,1,2,0,F,A,1,Refundable,176,,17,Transient-Party,149.46,2,1,Canceled,2015-03-25
Resort Hotel,0,325,2017,June,14,27,2,5,1,0,1,BB,Other,Online TA,Direct,1,1,2,G,F,3,No Deposit,370,,5,Contract,149.46,0,1,Check-Out,2015-10-26
Resort Hotel,1,213,2015,October,34,27,4,9,2,2,0,Undefined,GBR,Offline TA/TO,TA/TO,0,0,3,A,G,2,No Deposit,43,,13,Transient,149.46,0,1,No-Show,2017-08-27
City Hotel,1,216,2015,April,32,12,3,3,4,1,1,SC,ITA,Online TA,GDS,0,0,4,D,C,1,Non Refund,180,,12,Transient,149.46,1,5,Check-Out,2015-04-19
Resort Hotel,0,65,2016,February,33,4,3,8,3,0,1,Undefined,FRA,Corporate,Direct,1,0,1,C,G,1,Refundable,203,,10,Transient,149.46,1,4,Check-Out,2017-06-26
City Hotel,1,24,2016,April,46,14,0,8,4,1,1,BB,BRA,Corporate,TA/TO,1,2,2,B,E,1,Refundable,113,,13,Group,149.46,2,5,Canceled,2017-03-14
City Hotel,0,214,2015,May,8,20,2,5,4,2,0,SC,ITA,Direct,Direct,0,0,0,B,F,0,Refundable,410,,9,Transient,149.46,1,2,No-Show,2016-05-02
Resort Hotel,0,398,2016,January,24,8,0,5,1,1,0,BB,BRA,Direct,GDS,1,0,0,E,C,0,No Deposit,218,,3,Transient,149.46,0,0,No-Show,2016-11-29
Resort Hotel,0,262,2017,August,42,4,3,8,3,0,0,FB,DEU,Online TA,Direct,1,2,1,D,B,4,No Deposit,46,,19,Transient,149.46,1,2,No-Show,2015-01-29
Resort Hotel,0,24,2017,July,37,31,1,1,2,0,1,Undefined,FRA,Direct,Corporate,0,1,4,G,F,4,Refundable,374,,2,Contract,149.46,1,0,Canceled,2015-10-03
City Hotel,0,48,2015,June,22,6,0,10,2,0,0,FB,DEU,Corporate,Direct,0,0,1,D,G,3,Non Refund,88,,10,Transient,149.46,1,0,No-Show,2016-05-27
City Hotel,0,326,2015,January,52,20,4,9,1,1,1,FB,ITA,Direct,Direct,0,2,3,G,G,0,No Deposit,285,,9,Contract,149.46,0,5,No-Show,2015-11-24
Resort Hotel,1,51,2016,July,19,12,0,1,2,2,0,HB,FRA,Direct,TA/TO,0,2,2,G,E,1,Refundable,268,,14,Group,149.46,0,3,No-Show,2015-01-31
Resort Hotel,0,153,2017,June,21,19,0,7,2,1,0,SC,ESP,Direct,GDS,0,2,0,F,B,0,Non Refund,320,,5,Transient,149.46,1,5,Canceled,2017-12-10
City Hotel,0,140,2017,September,17,3,2,8,2,0,0,BB,DEU,Offline TA/TO,Corporate,1,0,1,A,B,4,Non Refund,21,,10,Transient-Party,149.46,0,5,Check-Out,2015-01-23
City Hotel,1,90,2017,September,13,13,0,6,2,0,0,FB,USA,Direct,GDS,0,0,4,G,G,1,Refundable,212,,4,Transient,149.46,1,2,Check-Out,2015-04-26
City Hotel,0,150,2016,April,25,28,4,6,4,0,0,Undefined,GBR,Online TA,Direct,1,1,2,E,F,1,Non Refund,330,,9,Contract,149.46,1,2,Check-Out,2015-03-11
City Hotel,0,163,2016,May,37,17,3,5,4,2,0,BB,PRT,Offline TA/TO,TA/TO,0,2,1,A,D,2,Refundable,251,,1,Transient,149.46,1,0,No-Show,2015-06-30
Resort Hotel,0,163,2015,February,24,20,0,1,4,0,0,Undefined,GBR,Offline TA/TO,GDS,0,2,2,C,A,1,No Deposit,434,,9,Transient-Party,149.46,0,2,Canceled,2015-01-29
Resort Hotel,0,278,2016,April,40,31,2,7,4,0,0,BB,USA,Corporate,GDS,1,2,0,A,B,3,No Deposit,162,,1,Contract,149.46,0,0,Check-Out,2017-02-28
Resort Hotel,1,364,2017,July,9,20,2,4,1,2,0,HB,FRA,Offline TA/TO,TA/TO,1,2,1,B,D,0,No Deposit,495,,3,Transient,149.46,1,1,Check-Out,2017-03-13
City Hotel,0,194,2016,January,44,29,2,2,4,1,1,HB,Other,Corporate,Direct,1,2,1,B,G,4,Refundable,122,,1,Transient-Party,149.46,2,4,Check-Out,2016-04-28
City Hotel,0,4,2017,April,18,7,4,2,2,0,0,FB,ESP,Direct,Corporate,0,0,4,E,G,3,No Deposit,282,,10,Transient,149.46,0,0,No-Show,2017-12-17
City Hotel,1,335,2017,September,4,3,4,8,3,2,0,Undefined,Other,Online TA,GDS,0,1,3,F,B,4,Non Refund,437,,2,Contract,149.46,2,1,Check-Out,2017-07-11
Resort Hotel,1,380,2015,October,29,10,3,6,4,0,0,BB,FRA,Offline TA/TO,Corporate,0,2,3,D,G,2,No Deposit,63,,17,Contract,149.46,1,4,Check-Out,2017-10-30
City Hotel,1,42,2016,June,4,16,4,1,1,0,1,SC,ITA,Corporate,Corporate,1,1,2,C,F,3,Refundable,161,,1,Contract,149.46,0,3,No-Show,2017-05-07
City Hotel,0,396,2017,September,17,13,0,1,4,2,0,SC,BRA,Offline TA/TO,GDS,1,1,2,F,F,4,No Deposit,77,,15,Transient,149.46,0,0,Check-Out,2015-02-17
Resort Hotel,0,308,2017,July,33,29,2,1,3,2,1,FB,PRT,Corporate,TA/TO,0,0,1,E,F,2,Refundable,186,,10,Transient,149.46,2,1,No-Show,2017-11-02
City Hotel,1,395,2016,November,2,21,0,7,4,0,0,Undefined,ITA,Online TA,Direct,0,1,3,F,C,2,No Deposit,160,,19,Contract,149.46,0,3,No-Show,2016-03-10
Resort Hotel,1,135,2015,September,9,17,1,3,2,1,1,FB,FRA,Corporate,Direct,1,2,0,C,E,1,No Deposit,311,,2,Transient,149.46,2,5,No-Show,2016-01-15
City Hotel,1,92,2016,February,10,9,2,3,1,2,0,Undefined,ESP,Offline TA/TO,TA/TO,0,1,0,F,F,3,Refundable,60,,10,Contract,149.46,0,5,No-Show,2016-04-04
City Hotel,0,291,2015,October,24,2,4,4,1,0,0,SC,FRA,Corporate,GDS,1,1,1,F,B,2,No Deposit,15,,13,Transient,149.46,1,3,Canceled,2015-12-15
Resort Hotel,0,286,2016,October,47,30,2,9,1,0,0,HB,PRT,Corporate,GDS,1,1,4,G,E,3,No Deposit,180,,13,Contract,149.46,0,5,Canceled,2016-08-26
City Hotel,0,361,2016,April,25,22,4,4,1,0,1,Undefined,NLD,Offline TA/TO,Direct,0,0,4,G,E,1,Refundable,184,,16,Transient,149.46,0,5,Check-Out,2016-03-24
Resort Hotel,0,67,2015,February,43,16,0,6,3,1,0,BB,Other,Offline TA/TO,GDS,1,1,0,G,D,1,No Deposit,55,,10,Transient-Party,149.46,2,0,Check-Out,2015-04-11
Resort Hotel,1,148,2017,May,35,19,2,6,1,2,0,SC,BRA,Offline TA/TO,Direct,1,0,3,G,F,2,Non Refund,67,,8,Contract,149.46,0,5,Check-Out,2017-04-10
City Hotel,0,202,2017,March,40,31,2,5,4,1,0,BB,ESP,Corporate,GDS,1,0,0,A,E,1,Refundable,328,,4,Contract,149.46,0,1,No-Show,2017-09-03
Resort Hotel,0,16,2017,August,44,7,4,3,1,0,1,SC,Other,Online TA,Direct,0,0,3,C,G,4,Refundable,436,,7,Contract,149.46,2,1,No-Show,2015-07-07
City Hotel,1,104,2016,August,26,5,1,7,4,0,0,FB,ESP,Offline TA/TO,GDS,0,1,4,C,A,0,No Deposit,244,,4,Transient,149.46,1,0,Canceled,2016-04-30
City Hotel,1,337,2015,November,18,15,0,2,4,2,0,SC,PRT,Online TA,Direct,0,0,1,F,A,3,Refundable,360,,11,Transient-Party,149.46,1,0,Canceled,2015-11-23
Resort Hotel,0,135,2016,April,13,23,2,9,2,2,1,SC,PRT,Direct,Corporate,0,1,2,D,A,1,No Deposit,62,,5,Group,149.46,1,5,Canceled,2017-01-13
Resort Hotel,1,378,2017,January,33,28,1,5,2,1,1,FB,BRA,Corporate,Corporate,1,0,1,D,F,3,Refundable,431,,8,Contract,149.46,2,4,Canceled,2016-04-28
Resort Hotel,1,367,2016,March,23,10,0,1,2,2,1,BB,USA,Corporate,GDS,0,1,3,F,A,2,No Deposit,482,,14,Contract,149.46,1,1,Canceled,2017-02-02
Resort Hotel,0,48,2015,September,13,5,4,5,2,1,0,FB,BRA,Direct,Corporate,0,0,2,B,F,4,Refundable,355,,12,Group,149.46,0,5,Canceled,2015-09-01
City Hotel,1,147,2016,June,33,24,1,10,3,0,1,BB,ESP,Online TA,GDS,1,0,4,C,F,0,Refundable,258,,14,Contract,149.46,2,3,Canceled,2015-09-13
City Hotel,1,13,2017,May,15,8,1,8,1,0,0,HB,DEU,Online TA,GDS,1,0,4,D,B,2,Non Refund,467,,12,Transient,149.46,2,4,Check-Out,2017-11-10
City Hotel,0,50,2017,May,11,20,1,7,1,0,0,FB,BRA,Online TA,Direct,1,1,4,C,B,2,Refundable,196,,10,Transient,149.46,1,5,No-Show,2017-01-10
Resort Hotel,0,205,2016,September,29,15,0,4,3,2,1,SC,Other,Offline TA/TO,Direct,1,1,0,D,B,4,Refundable,260,,13,Transient-Party,149.46,0,4,Canceled,2016-01-08
City Hotel,1,9,2017,December,51,30,2,2,1,2,0,Undefined,ITA,Offline TA/TO,TA/TO,0,2,3,B,E,2,Refundable,158,,3,Contract,149.46,2,4,No-Show,2015-05-20
Resort Hotel,0,62,2017,October,50,1,1,1,2,0,0,Undefined,ITA,Online TA,TA/TO,0,2,2,E,D,4,Non Refund,202,,2,Transient-Party,149.46,2,0,Canceled,2015-09-04
Resort Hotel,0,310,2016,January,39,21,1,10,4,0,0,SC,NLD,Corporate,Corporate,0,1,0,A,A,2,Refundable,63,,4,Group,149.46,2,0,No-Show,2017-03-31
Resort Hotel,0,242,2016,March,15,2,3,10,2,1,0,FB,USA,Direct,TA/TO,1,0,0,G,G,0,Non Refund,184,,9,Transient-Party,149.46,0,4,Check-Out,2015-07-25
Resort Hotel,0,36,2017,April,20,25,1,8,2,2,1,BB,DEU,Direct,Direct,1,1,3,D,B,2,Refundable,24,,2,Transient-Party,149.46,0,0,Check-Out,2016-02-23
City Hotel,1,82,2015,July,19,30,4,1,1,2,1,Undefined,GBR,Online TA,TA/TO,0,2,2,B,D,4,No Deposit,325,,4,Contract,149.46,0,0,Canceled,2015-06-14
City Hotel,1,373,2015,June,30,29,4,6,4,2,0,Undefined,BRA,Direct,Corporate,1,2,0,E,A,0,Refundable,70,,5,Transient-Party,149.46,0,4,Canceled,2015-06-24
City Hotel,0,179,2017,November,15,17,0,4,3,2,1,FB,BRA,Online TA,Corporate,0,2,0,D,B,2,Non Refund,426,,18,Transient,149.46,1,0,No-Show,2017-05-20
City Hotel,0,345,2016,December,16,21,2,5,2,0,1,SC,FRA,Direct,TA/TO,1,0,2,D,A,1,No Deposit,81,,4,Group,149.46,1,3,Check-Out,2016-09-12
Resort Hotel,0,380,2015,May,26,29,4,1,2,1,1,BB,Other,Online TA,Direct,0,0,2,B,G,3,No Deposit,24,,8,Transient-Party,149.46,2,1,Check-Out,2017-09-21
City Hotel,1,311,2017,April,8,13,1,6,1,0,1,BB,GBR,Offline TA/TO,GDS,1,1,0,B,E,2,Refundable,59,,18,Transient,149.46,1,3,No-Show,2017-08-12
Resort Hotel,1,199,2016,July,10,2,2,10,3,1,0,BB,ITA,Online TA,Direct,1,0,2,B,F,2,No Deposit,39,,17,Transient,149.46,1,3,Check-Out,2015-03-30
Resort Hotel,0,116,2016,September,21,11,3,4,1,1,1,HB,NLD,Corporate,Corporate,0,2,3,B,B,2,Non Refund,362,,19,Transient,149.46,2,2,No-Show,2016-08-07
Resort Hotel,0,237,2017,December,32,17,0,8,1,1,1,Undefined,BRA,Corporate,GDS,0,1,3,F,C,4,Non Refund,244,,17,Transient-Party,149.46,2,4,Canceled,2015-04-18
City Hotel,1,390,2015,December,12,8,3,3,4,2,0,FB,PRT,Online TA,TA/TO,1,0,2,F,D,2,Refundable,330,,19,Transient-Party,149.46,0,4,Check-Out,2017-02-15
Resort Hotel,0,19,2016,February,30,23,1,5,3,2,1,SC,ESP,Online TA,TA/TO,0,0,2,C,C,1,Non Refund,271,,4,Group,149.46,1,0,Check-Out,2016-09-15
Resort Hotel,0,301,2017,May,34,1,0,4,1,1,1,BB,NLD,Direct,TA/TO,0,0,4,G,A,2,Non Refund,306,,18,Contract,149.46,0,4,Canceled,2015-10-23
City Hotel,1,4,2015,October,47,25,4,2,2,1,0,HB,ITA,Direct,Corporate,1,0,0,B,F,2,Refundable,259,,7,Group,149.46,2,4,Canceled,2016-06-13
Resort Hotel,0,156,2017,July,52,28,3,1,4,2,0,BB,NLD,Online TA,TA/TO,1,1,3,F,C,1,Refundable,206,,10,Transient,149.46,0,5,Check-Out,2017-06-09
Resort Hotel,1,169,2017,June,34,16,0,8,1,2,0,FB,BRA,Corporate,GDS,0,1,0,B,F,2,Non Refund,2,,12,Group,149.46,2,3,No-Show,2017-11-13
Resort Hotel,1,54,2017,January,35,25,0,7,3,2,0,HB,BRA,Direct,Direct,1,0,0,E,A,4,No Deposit,33,,12,Transient-Party,149.46,1,3,Check-Out,2016-06-27
Resort Hotel,0,51,2017,November,1,4,3,9,3,1,1,SC,USA,Corporate,GDS,0,1,2,D,A,0,No Deposit,446,,0,Group,149.46,0,2,No-Show,2016-05-08
Resort Hotel,1,364,2015,June,5,29,2,4,4,2,0,HB,PRT,Corporate,TA/TO,1,0,4,D,F,4,No Deposit,210,,11,Group,149.46,2,0,Check-Out,2017-01-19
Resort Hotel,0,202,2017,August,32,11,0,3,4,2,0,FB,ITA,Direct,TA/TO,0,1,0,D,E,0,No Deposit,328,,18,Group,149.46,1,0,Check-Out,2016-06-22
City Hotel,0,389,2016,June,39,28,1,8,4,0,0,Undefined,GBR,Direct,Corporate,0,2,1,F,D,2,No Deposit,367,,13,Contract,149.46,0,2,No-Show,2016-02-09
City Hotel,1,214,2017,October,45,12,4,7,1,1,0,SC,DEU,Direct,Corporate,1,0,3,A,F,0,No Deposit,179,,9,Group,149.46,1,2,No-Show,2015-10-01
